course_id,course_title,course_code,dept_id,Syllabus_year
524,History of Kerala I: Earliest Times to c.1500 CE,3B04HIS,4,2019
525,Foundations of Political Science,3C03POL,6,2019
526,Central Themes in Indian Economy,3B03ECO,1,2019
527,International Economics,3B04ECO,1,2019
528,Practical,4C05ZLG-P,13,2019
529,Practical-I,4B01ZLG-P,13,2019
530,Complementary Elective Course Practical ,4C05CHE,8,2019
531,Twentieth Century British Literature,ENG3C08,2,2016
532,Linguistics,ENG3C09,2,2016
533,Indian Writing in English,ENG3C10,2,2016
534,American Literature,ENG3C11,2,2016
535,European Fiction,ENG3E08,2,2016
536,Foundation Mathematics for Machine Learning II,4C04MAT-ICS,10,2020
537,Statistical Inference,4C04STA-ICS,12,2020
538,Economic Historyof Modern India 1793 - 1947,3C07HIS,4,2019
539,Plant Propagation,5D03BOT,7,2019
540,Basic Accounting,5D01COM,14,2019
541,Principles of Management,5D03COM,14,2019
542,Environmental Studies,5D03CHE,8,2019
543,Web Technology,5D02CSC,9,2019
544,Python Programming,5D05CSC,9,2019
545,Basics of Economics,5D01ECO,1,2019
546,Social Reform Movements in Kerala,5D01HIS,4,2019
547,India's Struggle for Freedom,5D02HIS,4,2019
548,Cultural Heritage of North Malabar,5D03HIS,4,2019
549,Quantitative Arithmetic and Reasoning,5D02MAT,10,2019
550,Graph Theory,5D04MAT,10,2019
551,Biophysics,5D03PHY,11,2019
552,Electricity in Daily Life,5D05PHY,11,2019
553,Human Rights in India,5D01POL,6,2019
554,Herbal Literacy and Ethnobotanical Awareness,5D02SKT,16,2019
555,Literary Wolrd of Kalidasa,5D052SKT,16,2019
556,Sampling Techniques,5D02STA,12,2019
557,Index Numbers and Time Series,5D04STA,12,2019
558,Apiculture,5D02ZLG,13,2019
559,Sericulture,5D03ZLG,13,2019
560,Exercise is Medicine,5D05PED,15,2019
564,Sahithya Aur Prayog,2A08-2HIN,3,2019
568,Natak Aur Ekangi,4A10HIN,3,2019
569,Readings on Philosophy of Knowledge,4A06ENG,2,2019
574,Drishya Kala Sahithyam,4A10MAL,5,2019
575,Introduction to C Programming,1B01ICSC,9,2020
576,Lab 1 - C Programming,2B03ICSC,9,2020
577,Differential Calculus and Linear Algebra I,1C01MAT-ICS,10,2020
578,Basic Statistics,1C01STA-ICS,12,2020
579,Macro Economics Analysis II,6B13ECO,1,2019
580,Puublic Economics,6B14ECO,1,2019
581,Basic Econometric Analysis,6B15ECO,1,2019
582,Basic Tools for Economic Analysis II,6B12ECO,12,2019
583,Real Analysis II,6B10MAT,10,2019
584,Complex Analysis,6B11MAT,10,2019
585,"Numerical Methods, Fourier Series and Partial Differential Equations",6B12MAT,10,2019
586,Linear Algebra,6B13MAT,10,2019
587,Operations Research,6B14MAT,10,2019
588,Number Theory and Applications of Integrals,4B04MAT,10,2019
589,Mathematics for Chemistry IV,4C04MAT-CH,10,2019
590,Mathematics for Physics IV,4C04MAT-PH,10,2019
591,Mathematics for Statistics IV,4C04MAT-ST,10,2019
592,Research Methods and Techniques for Economic Analysis,4B05ECO,1,2019
593,Environmental Economics,4B06ECO,1,2019
594,Project,6B16ECO,1,2019
595,lndian National Movement,4C08HIS,4,2019
596,History of India VI: Developments since Independence (1947 - 2000),6B12HIS ,4,2019
597,History of the Contemporary World (1945-2000),6B13HIS ,4,2019
598,Indian Historiography,6B14HIS ,4,2019
599,Project,6B15HIS ,4,2019
600,Bhasha Shasthram,6B12MAL,5,2019
601,Maadhyama Padanam,6B13MAL,5,2019
602,Vivara Sankethika Vidyayum Malayalavum,6B14MAL,5,2019
603,Vivarthana Sahithyam,6B15MAL,5,2019
604,Project,6B16MAL,5,2019
605,Dynamics of Indian Political System,4C04POL,6,2019
606,Core Practical I,4B05PLS,7,2019
607,Core Practical I,4B05PLS,7,2019
608,CE Practical - Botany,4C05PLS,7,2019
609,CE Practical - Botany,4C05PLS,7,2019
610,CE Practical - Botany,4C05PLS,7,2019
611,Plant Diversity II – Pteridophytes and Gymnosperms,4B04PLS,7,2019
612,Plantation Management,4A13PLS,7,2019
613,Herbal Science,4A14PLS,7,2019
614,General Practical,4A15PLS,7,2019
615,Environmental Science and Phytogeography,6B10PLS,7,2019
616,"Genetics, Molecular Biology and Plant Breeding",6B11PLS,7,2019
617,Biotechnology and Bioinformatics ,6B12PLS,7,2019
618,Evolution and Palaeobotany,6B13PLS,7,2019
619,Core Practical II,6B14PLS,7,2019
620,Core Practical III,6B15PLS,7,2019
621,Polymer Chemistry III,4A13PCH,8,2019
622,Polymer Chemistry III (Practical),4A13(A)PCH,8,2019
623,Polymer Chemistry IV,4A14PCH,8,2019
624,Organic Chemistry-II,4B06PCH,8,2019
625,Core Course Practicals 2 - Inorganic Qualitative Analysis,4B05PCH,8,2019
626,Core Course Practicals 1 - Volumetric Analysis,4B03PCH,8,2019
627,Computation Using Python,4C04CSC,9,2019
628,Introduction to Artificial Intelligence,5B14ICSC,9,2020
629,Software Engineering,5B15ICSC,9,2020
630,UNIX Shell Programming,5B16ICSC,9,2020
631, Introduction to Machine Learning,5B17ICSC,9,2020
632,Lab-6 : UNIX Shell Programming,5B18ICSC,9,2020
633,Lab-7: Machine Learning,5B19ICSC,9,2020
634,General Physics Practical I,4B05PHY,11,2019
635,Physics Practical,4C05PHY,11,2019
636,Electronics I,4B04PHY,11,2019
637,Electronics and Modern Physics,4C04PHY,11,2019
638,Solid State Physics and Spectroscopy,6B10PHY,11,2019
639,Optics and Photonics,6B11PHY,11,2019
640,"Nuclear, Particle and Astrophysics",6B12PHY,11,2019
641,Electrodynamics and Circuit Theory,6B13PHY,11,2019
642,Material Science,6B14PHY,11,2019
643,General Physics Practical II,6B15PHY,11,2019
644,Electronics Practical III,6B16PHY,11,2019
645,Project,6B17PHY,11,2019
646,Differential Calculus and Linear Algebra II,2C02MAT-ICS,10,2020
647,Probability Theory and Random Variables,2C02STA-ICS,12,2020
648,Statistical Inference – I,4B04STA,12,2019
649,Statistical Inference,4C04STA,12,2019
650,Mathematical Methods for Statistics – II ,6B10STA,12,2019
651,Mathematical Methods for Statistics – III,6B11STA,12,2019
652,Sampling Techniques and Design of Experiments,6B12STA,12,2019
653,Applied Statistics,6B13ASTA,12,2019
654,Practical Using R – II,6B14STA,12,2019
655,Project,6B15STA,12,2019
656,Practical-I,4B01ZLG-P,13,2019
657,Practical-I,4B01ZLG-P,13,2019
658,Practical,4C05ZLG-P,13,2019
659,Practical,4C05ZLG-P,13,2019
660,Chordata-II and Comparative Anatomy,4B04ZLG,13,2019
661,Medical Zoology,4C04ZLG,13,2019
662,"Cell Biology, Immunology and Microbiology",6B09ZLG,13,2019
663,Molecular Biology and Bioinformatics,6B10ZLG,13,2019
664,Environmental Science,6B11ZLG,13,2019
665,Developmental Biology,6B12ZLG,13,2019
666,Core Practical II,6B02ZLG-P,13,2019
667,Core Practical III,6B03ZLG-P,13,2019
668,Project,6B13ZLG,13,2019
669,Corporate Accounting,4B05COM,14,2019
670,Management of Cooperatives,4B06COM,14,2019
671,General Informatics Skills,4A13COM,14,2019
672,Environmental Studies and Disaster Management,4A14COM,14,2019
673,Corporate Law and Business Regulations,4C04COM,14,2019
674,Financial Markets and Services,6B12COM,14,2019
675,Management Accounting,6B13COM,14,2019
676,Auditing and Corporate Governance,6B14COM,14,2019
677,Income Tax and GST,6B15COM,14,2019
678,Co-operative Accounting and Legislations,6B16COM,14,2019
679,Project,6B17COM,14,2019
680,Environmental History of India,6B16HIS-B,4,2019
681,History of India III: Sultanate to British Conquest (1206 -1757),4B05HIS,4,2019
682,Ideologies and Revolutions in the Modern World ,4B06HIS,4,2019
683,Paaschaathya Saahithya Sidhaanthangal,4B05MAL,5,2019
684,Praacheena Madhyakaala Saahithyam,4B06MAL,5,2019
685,Malabar Padanangal,4C04MAL,5,2019
686,Complementary Elective Course Practical ,4C05CHE,8,2019
687,Complementary Elective Course Practical ,4C05CHE,8,2019
688,Polymer Chemistry II (Practical),3A12(A)PCH,8,2019
689,Complementary Elective Course Practical ,4C05CHE,8,2019
690,Chemistry (For Biological Science),4C04CHE-BS,8,2019
691,Chemistry (For Physical Science) ,4C04CHE-PS,8,2019
692,Organic Chemistry III,6B14PCH,8,2019
693,Physical Chemistry III,6B15PCH,8,2019
694,Physical Methods in Chemistry,6B16PCH,8,2019
695,Environmental Chemistry,6B17PCH,8,2019
696,Core Course Practicals 5 Physical Chemistry,6B18CHE,8,2019
697,Practicals 3: Gravimetric Analysis ,6B11PCH,8,2019
698,Practicals 4: Organic Chemistry,6B12PCH,8,2019
699,Project & Industrial Visit,6B13PCH,8,2019
700,"Plant Physiology, Ecology and Applied Botany",4C04BOT,7,2019
701,Sahithya Aur Prayog,2A08-2HIN,3,2019
702,Lab 1 - C Programming,2B03ICSC,9,2020
703,Advanced C Programming,2B02ICSC,9,2020
704,Web Technology,6B20ICSC,9,2020
705,Introduction to Deep Learning,6B21ICSC,9,2020
706,Computer Networks,6B22ICSC,9,2020
707,Design and Analysis of Algorithms,6B23ICSC,9,2020
708,Lab-8: Web Technology,6B24ICSC,9,2020
709,Project,6B25ICSC,9,2020
710,Novel Vaayana,5D03MAL,5,2019
711,Mathematical Models of Machine Learning - 1,7B26ICSC,9,2020
712,Theory of Computation,7B27ICSC,9,2020
713,Soft Computing Techniques,7B28ICSC,9,2020
714,Digital Image Processing,7B29ICSC,9,2020
715,Lab-9: Digital Image Processing,7B31ICSC,9,2020
716,Lab-10 : Soft Computing Techniques,7B32ICSC,9,2020
717,Mathematical Models of Machine Learning - II,8B33ICSC,9,2020
718,Advanced Artificial Inteligence,8B34ICSC,9,2020
719,Advanced Machine Learning Techniques,8B35ICSC,9,2020
720,Data Mining,8B36ICSC,9,2020
721,Research Methodology,8B37ICSC,9,2020
722,Lab-11 Case Study (Data Mining),8B38ICSC,9,2020
723,Lab-12 Advanced Machine Learning,8B39ICSC,9,2020
